Country,Year,Disaster Type,Total Deaths,Total Affected,Total Damage ('000 US$)
Spain,1996,Flood,13,5000,1080000
Spain,1997,Flood,5,400,0
Spain,1997,Storm,25,9500,5000
Spain,1998,Storm,0,0,1000
Spain,1998,Wildfire,0,600,42108
Spain,1999,Drought,0,0,3200000
Spain,1999,Storm,6,0,100000
Spain,2000,Flood,26,8500,75000
Spain,2000,Wildfire,0,0,0
Spain,2001,Storm,10,0,72000
Spain,2002,Flood,6,50,87000
Spain,2003,Extreme temperature,15090,0,880000
Spain,2003,Wildfire,5,200,0
Spain,2004,Extreme temperature,26,0,0
Spain,2004,Flood,0,600,14285
Spain,2004,Wildfire,3,1100,3000
Spain,2005,Extreme temperature,9,0,0
Spain,2005,Wildfire,11,1,2050000
Spain,2006,Extreme temperature,21,0,0
Spain,2006,Flood,0,0,0
Spain,2006,Wildfire,4,0,659000
Spain,2007,Flood,5,4430,400000
Spain,2007,Storm,1,0,0
Spain,2009,Storm,14,0,1900000
Spain,2009,Wildfire,6,0,0
Spain,2010,Flood,2,30,0
Spain,2010,Storm,3,0,340000
Spain,2011,Flood,1,2400,0
Spain,2012,Flood,10,635,395000
Spain,2012,Wildfire,4,6,0
Spain,2013,Flood,0,600,0
Spain,2013,Storm,0,0,0
Spain,2014,Storm,3,0,0
Spain,2015,Flood,8,150,2000
Spain,2016,Flood,5,150,50000
Spain,2017,Wildfire,4,1500,0
Spain,2018,Extreme temperature,9,0,0
Spain,2018,Flood,13,200,150000
Spain,2018,Storm,2,0,0
Spain,2018,Wildfire,0,0,0
Spain,2019,Extreme temperature,2,0,0
Spain,2019,Flood,17,3573,2558000
Spain,2019,Storm,8,320,0
Spain,2020,Storm,17,2000,315000
Spain,2021,Flood,3,250,141000
Spain,2021,Storm,5,0,1900000
Spain,2022,Extreme temperature,11324,0,0
Spain,2022,Wildfire,0,3500,0
Spain,2023,Drought,0,26000,2400000
Spain,2023,Extreme temperature,8352,0,0
Spain,2023,Flood,3,6000,370000
Spain,2023,Storm,1,0,0
Spain,2023,Wildfire,0,800,0
Spain,2024,Flood,232,36615,11050000
Spain,2024,Storm,1,0,0
Spain,2025,Storm,1,0,0
Suriname,2006,Flood,3,25000,0
Suriname,2008,Flood,2,6548,0
Suriname,2021,Flood,0,10100,0
Suriname,2022,Flood,0,9000,21000
Sweden,1990,Storm,0,0,10000
Sweden,1999,Storm,3,0,160000
Sweden,2002,Storm,1,0,0
Sweden,2005,Extreme temperature,0,0,0
Sweden,2005,Storm,7,0,2800000
Sweden,2013,Storm,7,0,0
Sweden,2018,Wildfire,0,0,102000
Sweden,2020,Storm,1,0,0
Sweden,2021,Flood,0,13500,70000
Sweden,2022,Extreme temperature,40,0,0
Sweden,2023,Extreme temperature,13,0,0
Switzerland,1990,Storm,5,0,280000
Switzerland,1993,Storm,2,0,443760
Switzerland,1994,Storm,0,0,5000
Switzerland,1997,Flood,0,0,68500
Switzerland,1998,Storm,0,0,1000
Switzerland,1999,Flood,3,0,330000
Switzerland,1999,Storm,12,0,1500000
Switzerland,2002,Storm,1,2,0
Switzerland,2003,Extreme temperature,1039,0,280000
Switzerland,2003,Storm,0,7,5000
Switzerland,2005,Extreme temperature,0,0,0
Switzerland,2005,Flood,6,2500,2100000
Switzerland,2006,Flood,0,3000,0
Switzerland,2006,Storm,1,0,0
Switzerland,2007,Flood,1,101,350000
Switzerland,2007,Storm,0,0,100000
Switzerland,2009,Storm,0,0,1000000
Switzerland,2010,Extreme temperature,0,0,0
Switzerland,2010,Storm,0,0,14000
Switzerland,2011,Storm,0,3,0
Switzerland,2012,Extreme temperature,11,0,0
Switzerland,2013,Storm,0,84,250000
Switzerland,2014,Storm,2,0,0
Switzerland,2018,Storm,0,16,0
Switzerland,2019,Storm,4,0,0
Switzerland,2020,Storm,0,13,0
Switzerland,2021,Flood,0,0,0
Switzerland,2021,Storm,0,5,0
Switzerland,2022,Extreme temperature,302,0,0
Switzerland,2023,Extreme temperature,294,0,0
Switzerland,2023,Storm,2,15040,0
Switzerland,2024,Storm,6,0,0
Trinidad and Tobago,1990,Storm,0,1000,0
Trinidad and Tobago,1993,Flood,5,10,70
Trinidad and Tobago,1996,Flood,0,200,0
Trinidad and Tobago,2004,Storm,1,560,1000
Trinidad and Tobago,2005,Storm,0,0,0
Trinidad and Tobago,2010,Drought,0,0,0
Trinidad and Tobago,2018,Flood,0,150000,3700
Trinidad and Tobago,2022,Flood,0,100000,0
Turks and Caicos Islands,1990,Storm,0,0,0
Turks and Caicos Islands,2004,Storm,0,200,0
Turks and Caicos Islands,2008,Storm,4,1500,500000
Turks and Caicos Islands,2017,Storm,0,0,500000
Ukraine,1992,Storm,0,1000,1600
Ukraine,1993,Flood,9,325000,239000
Ukraine,1995,Flood,0,1700000,0
Ukraine,1996,Flood,0,10000,0
Ukraine,1997,Flood,0,0,17000
Ukraine,1997,Storm,11,0,34000
Ukraine,1998,Flood,18,24570,1259
Ukraine,2000,Extreme temperature,0,0,85000
Ukraine,2000,Storm,10,48110,120000
Ukraine,2001,Flood,9,300000,15000
Ukraine,2003,Flood,0,600,0
Ukraine,2005,Flood,0,8340,0
Ukraine,2006,Extreme temperature,801,59600,0
Ukraine,2006,Flood,2,5000,23855
Ukraine,2007,Storm,0,7552,100000
Ukraine,2008,Flood,38,224725,1000000
Ukraine,2009,Extreme temperature,32,0,0
Ukraine,2010,Flood,6,40059,1900
Ukraine,2012,Drought,0,0,1690000
Ukraine,2012,Extreme temperature,195,88026,0
Ukraine,2013,Flood,2,2260,21000
Ukraine,2016,Extreme temperature,37,0,0
Ukraine,2016,Flood,3,200,0
Ukraine,2017,Extreme temperature,37,0,0
Ukraine,2018,Storm,0,600,0
Ukraine,2020,Flood,3,55000,153861
Ukraine,2020,Wildfire,16,1968,162000
Ukraine,2021,Storm,1,1700,170000
Ukraine,2023,Flood,0,2850,0
Ukraine,2023,Storm,12,23,0
United Kingdom of Great Britain and Northern Ireland,1990,Storm,83,0,4790000
United Kingdom of Great Britain and Northern Ireland,1991,Extreme temperature,0,0,0
United Kingdom of Great Britain and Northern Ireland,1991,Storm,48,0,900000
United Kingdom of Great Britain and Northern Ireland,1993,Flood,4,6000,187000
United Kingdom of Great Britain and Northern Ireland,1994,Flood,7,700,236000
United Kingdom of Great Britain and Northern Ireland,1995,Storm,9,0,650000
United Kingdom of Great Britain and Northern Ireland,1996,Storm,5,12000,300000
United Kingdom of Great Britain and Northern Ireland,1997,Extreme temperature,14,0,0
United Kingdom of Great Britain and Northern Ireland,1997,Flood,1,1200,248400
United Kingdom of Great Britain and Northern Ireland,1998,Flood,4,18000,500000
United Kingdom of Great Britain and Northern Ireland,1998,Storm,35,253000,1365400
United Kingdom of Great Britain and Northern Ireland,1999,Flood,0,800,32584
United Kingdom of Great Britain and Northern Ireland,1999,Storm,11,200,101000
United Kingdom of Great Britain and Northern Ireland,2000,Flood,3,40440,5918150
United Kingdom of Great Britain and Northern Ireland,2000,Storm,16,20104,1500000
United Kingdom of Great Britain and Northern Ireland,2001,Flood,0,240,0
United Kingdom of Great Britain and Northern Ireland,2002,Flood,1,750,0
United Kingdom of Great Britain and Northern Ireland,2002,Storm,7,0,400000
United Kingdom of Great Britain and Northern Ireland,2003,Extreme temperature,301,0,0
United Kingdom of Great Britain and Northern Ireland,2004,Flood,0,1008,96000
United Kingdom of Great Britain and Northern Ireland,2005,Extreme temperature,1,0,0
United Kingdom of Great Britain and Northern Ireland,2005,Storm,10,3000,700000
United Kingdom of Great Britain and Northern Ireland,2007,Flood,14,370200,8448000
United Kingdom of Great Britain and Northern Ireland,2007,Storm,13,0,1200000
United Kingdom of Great Britain and Northern Ireland,2008,Flood,8,3300,50000
United Kingdom of Great Britain and Northern Ireland,2009,Extreme temperature,3,47,0
United Kingdom of Great Britain and Northern Ireland,2009,Flood,3,3900,484000
United Kingdom of Great Britain and Northern Ireland,2009,Storm,2,180,0
United Kingdom of Great Britain and Northern Ireland,2010,Extreme temperature,0,0,0
United Kingdom of Great Britain and Northern Ireland,2010,Storm,0,0,500
United Kingdom of Great Britain and Northern Ireland,2012,Flood,8,3785,2946000
United Kingdom of Great Britain and Northern Ireland,2013,Extreme temperature,760,0,0
United Kingdom of Great Britain and Northern Ireland,2013,Flood,2,600,1500000
United Kingdom of Great Britain and Northern Ireland,2013,Storm,11,4200,0
United Kingdom of Great Britain and Northern Ireland,2014,Flood,0,540,624000
United Kingdom of Great Britain and Northern Ireland,2014,Storm,5,18000,100000
United Kingdom of Great Britain and Northern Ireland,2015,Flood,0,48000,1200000
United Kingdom of Great Britain and Northern Ireland,2015,Storm,3,15600,1200000
United Kingdom of Great Britain and Northern Ireland,2017,Flood,0,70,0
United Kingdom of Great Britain and Northern Ireland,2018,Extreme temperature,820,0,0
United Kingdom of Great Britain and Northern Ireland,2018,Storm,0,4,0
United Kingdom of Great Britain and Northern Ireland,2019,Extreme temperature,166,0,0
United Kingdom of Great Britain and Northern Ireland,2019,Flood,1,100,0
United Kingdom of Great Britain and Northern Ireland,2020,Extreme temperature,2556,0,0
United Kingdom of Great Britain and Northern Ireland,2020,Flood,0,480,0
United Kingdom of Great Britain and Northern Ireland,2020,Storm,2,0,0
United Kingdom of Great Britain and Northern Ireland,2021,Storm,1,0,0
United Kingdom of Great Britain and Northern Ireland,2022,Drought,0,0,0
United Kingdom of Great Britain and Northern Ireland,2022,Extreme temperature,3469,0,0
United Kingdom of Great Britain and Northern Ireland,2022,Storm,6,0,491342
United Kingdom of Great Britain and Northern Ireland,2023,Extreme temperature,1851,0,0
United Kingdom of Great Britain and Northern Ireland,2023,Storm,0,0,0
United Kingdom of Great Britain and Northern Ireland,2024,Storm,5,750,0
United States Virgin Islands,1995,Storm,7,10000,936000
United States Virgin Islands,1998,Storm,0,0,100000
United States Virgin Islands,1999,Storm,3,0,180000
United States Virgin Islands,2004,Storm,0,0,0
United States Virgin Islands,2017,Storm,7,0,0
United States of America,1990,Extreme temperature,11,0,40000
United States of America,1990,Flood,38,3350,45000
United States of America,1990,Storm,162,10668,635000
United States of America,1991,Drought,0,0,1335000
United States of America,1991,Flood,15,0,850000
United States of America,1991,Storm,87,3000,2560000
United States of America,1991,Wildfire,28,300,2500000
United States of America,1992,Storm,97,295055,34500000
United States of America,1992,Wildfire,0,990,175000
United States of America,1993,Extreme temperature,48,0,0
United States of America,1993,Flood,98,43900,12290000
United States of America,1993,Storm,291,600,5125000
United States of America,1993,Wildfire,3,130,1000000
United States of America,1994,Flood,37,14070,700000
United States of America,1994,Storm,165,21750,850000
United States of America,1994,Wildfire,13,1432,2000
United States of America,1995,Extreme temperature,710,0,0
United States of America,1995,Flood,11,115300,3120000
United States of America,1995,Storm,150,92160,13645000
United States of America,1996,Flood,72,243115,2720000
United States of America,1996,Storm,287,4131,3400000
United States of America,1996,Wildfire,1,50,0
United States of America,1997,Flood,72,191374,7345000
United States of America,1997,Storm,180,4892,2242000
United States of America,1997,Wildfire,0,1000,2500
United States of America,1998,Extreme temperature,130,0,4275000
United States of America,1998,Flood,31,37000,1062000
United States of America,1998,Storm,203,153621,12348500
United States of America,1998,Wildfire,2,41221,281100
United States of America,1999,Drought,0,0,1100000
United States of America,1999,Extreme temperature,257,0,1000000
United States of America,1999,Flood,0,100,300
United States of America,1999,Storm,227,3058870,12600500
United States of America,1999,Wildfire,1,1019,92000
United States of America,2000,Drought,0,0,1100000
United States of America,2000,Extreme temperature,35,0,0
United States of America,2000,Flood,8,3646,286000
United States of America,2000,Storm,105,23154,1855600
United States of America,2000,Wildfire,14,36087,2500000
United States of America,2001,Extreme temperature,56,0,0
United States of America,2001,Flood,12,23800,33000
United States of America,2001,Storm,82,181053,6328800
United States of America,2001,Wildfire,2,139,0
United States of America,2002,Drought,0,0,3300000
United States of America,2002,Extreme temperature,14,0,0
United States of America,2002,Flood,26,147750,1089000
United States of America,2002,Storm,190,18899,6275000
United States of America,2002,Wildfire,0,6488,232100
United States of America,2003,Flood,24,3200,123000
United States of America,2003,Storm,172,243647,15145000
United States of America,2003,Wildfire,18,27894,3500000
United States of America,2004,Extreme temperature,3,0,0
United States of America,2004,Flood,1,5340,505500
United States of America,2004,Storm,215,5079710,55224770
United States of America,2004,Wildfire,0,15487,0
United States of America,2005,Extreme temperature,33,31,0
United States of America,2005,Flood,53,18258,730330
United States of America,2005,Storm,1882,830305,158230000
United States of America,2005,Wildfire,5,1410,100000
United States of America,2006,Extreme temperature,188,0,0
United States of America,2006,Flood,40,74060,1478500
United States of America,2006,Storm,93,5663,4727860
United States of America,2006,Wildfire,17,585,216000
United States of America,2007,Drought,0,0,300000
United States of America,2007,Flood,80,8810,728000
United States of America,2007,Storm,264,8317,6068000
United States of America,2007,Wildfire,8,650991,2815000
United States of America,2008,Extreme temperature,0,0,0
United States of America,2008,Flood,44,11032648,10002000
United States of America,2008,Storm,258,2301147,45760000
United States of America,2008,Wildfire,1,55320,2102000
United States of America,2009,Extreme temperature,58,0,1100000
United States of America,2009,Flood,11,9960,666000
United States of America,2009,Storm,74,908,10390000
United States of America,2009,Wildfire,2,455,100000
United States of America,2010,Flood,20,1000,0
United States of America,2010,Storm,118,10941,9390000
United States of America,2011,Drought,0,0,8000000
United States of America,2011,Extreme temperature,22,0,0
United States of America,2011,Flood,17,36100,6600000
United States of America,2011,Storm,756,389193,43450000
United States of America,2011,Wildfire,8,6105,1383000
United States of America,2012,Drought,0,0,20000000
United States of America,2012,Extreme temperature,123,0,0
United States of America,2012,Flood,2,300,174000
United States of America,2012,Storm,190,90404,77547000
United States of America,2012,Wildfire,3,2847,800000
United States of America,2013,Extreme temperature,19,0,200000
United States of America,2013,Flood,31,34725,2277000
United States of America,2013,Storm,140,177474,14602000
United States of America,2013,Wildfire,22,2375,708400
United States of America,2014,Drought,0,0,2200000
United States of America,2014,Extreme temperature,21,0,2500000
United States of America,2014,Flood,2,102040,1690000
United States of America,2014,Storm,136,1215,9568000
United States of America,2014,Wildfire,2,429,100000
United States of America,2015,Drought,0,0,4500000
United States of America,2015,Flood,98,28650,3402000
United States of America,2015,Storm,218,4576,15720000
United States of America,2015,Wildfire,12,13364,1952000
United States of America,2016,Flood,54,91000,15150000
United States of America,2016,Storm,199,85019468,28050000
United States of America,2016,Wildfire,16,8452,1500000
United States of America,2017,Drought,0,0,2500000
United States of America,2017,Flood,30,370,1700000
United States of America,2017,Storm,263,854401,171110000
United States of America,2017,Wildfire,45,12304,15200000
United States of America,2018,Drought,0,0,3000000
United States of America,2018,Flood,7,1596,775000
United States of America,2018,Storm,158,1505093,38875000
United States of America,2018,Wildfire,104,253240,22700000
United States of America,2019,Flood,10,16600,10000000
United States of America,2019,Storm,139,1486,11325000
United States of America,2019,Wildfire,3,1265,1625000
United States of America,2020,Drought,45,0,4500000
United States of America,2020,Flood,1,13000,2275000
United States of America,2020,Storm,175,28431,60075000
United States of America,2020,Wildfire,32,0,11000000
United States of America,2021,Drought,0,0,9000000
United States of America,2021,Extreme temperature,229,0,0
United States of America,2021,Flood,58,1876,3800000
United States of America,2021,Storm,494,15236,121580000
United States of America,2021,Wildfire,5,61857,8135000
United States of America,2022,Drought,136,0,22000000
United States of America,2022,Flood,42,1075,1500000
United States of America,2022,Storm,322,3445,123380000
United States of America,2022,Wildfire,6,2402,306000
United States of America,2023,Drought,247,0,14500000
United States of America,2023,Extreme temperature,24,25,385000
United States of America,2023,Flood,13,2126,3300000
United States of America,2023,Storm,126,17385,44475000
United States of America,2023,Wildfire,130,8497,5500000
United States of America,2024,Drought,0,0,5400000
United States of America,2024,Extreme temperature,1006,0,0
United States of America,2024,Flood,7,6564,3800000
United States of America,2024,Storm,447,3733,144825000
United States of America,2024,Wildfire,4,3239,1910000
United States of America,2025,Storm,118,20253,7850000
United States of America,2025,Wildfire,30,0,52500000
Uruguay,1991,Flood,0,1500,0
Uruguay,1992,Flood,0,4700,0
Uruguay,1993,Storm,0,2000,0
Uruguay,1997,Storm,1,500,0
Uruguay,1998,Flood,1,9300,5000
Uruguay,1999,Drought,0,0,250000
Uruguay,1999,Storm,1,1000,0
Uruguay,2000,Extreme temperature,7,400,0
Uruguay,2000,Flood,0,5000,0
Uruguay,2000,Storm,0,100,0
Uruguay,2001,Flood,0,5000,0
Uruguay,2002,Flood,0,2500,0
Uruguay,2002,Storm,2,1500,25000
Uruguay,2003,Flood,0,200,0
Uruguay,2004,Extreme temperature,0,2000,0
Uruguay,2005,Storm,7,12,0
Uruguay,2007,Extreme temperature,0,0,0
Uruguay,2007,Flood,2,120000,45000
Uruguay,2009,Flood,1,4000,0
Uruguay,2010,Extreme temperature,4,0,0
Uruguay,2015,Flood,2,35326,0
Uruguay,2016,Flood,8,10605,3000
Uruguay,2017,Flood,0,6639,0
Uruguay,2018,Drought,0,75000,500000
Uruguay,2019,Flood,0,13103,0
Uruguay,2020,Flood,0,360,0
Uruguay,2020,Storm,0,360,0
Uruguay,2022,Drought,0,409115,0
Uruguay,2022,Flood,0,160,0
Uruguay,2023,Drought,0,409115,0
Uruguay,2023,Flood,0,3472,0
Uruguay,2023,Storm,2,0,0
Uruguay,2024,Flood,0,103588,0
Venezuela (Bolivarian Republic of),1993,Storm,100,5900,4500
Venezuela (Bolivarian Republic of),1994,Flood,26,0,0
Venezuela (Bolivarian Republic of),1996,Flood,0,51500,0
Venezuela (Bolivarian Republic of),1997,Flood,3,18000,0
Venezuela (Bolivarian Republic of),1999,Flood,30005,543503,3160000
Venezuela (Bolivarian Republic of),2000,Flood,15,27004,0
Venezuela (Bolivarian Republic of),2002,Flood,4,55376,3000
Venezuela (Bolivarian Republic of),2003,Flood,1,650,0
Venezuela (Bolivarian Republic of),2004,Flood,35,4000,0
Venezuela (Bolivarian Republic of),2004,Storm,5,1730,0
Venezuela (Bolivarian Republic of),2005,Flood,97,45797,51000
Venezuela (Bolivarian Republic of),2006,Flood,0,135,0
Venezuela (Bolivarian Republic of),2008,Flood,8,1500,0
Venezuela (Bolivarian Republic of),2009,Drought,0,0,0
Venezuela (Bolivarian Republic of),2010,Flood,41,94800,170000
Venezuela (Bolivarian Republic of),2010,Storm,8,0,0
Venezuela (Bolivarian Republic of),2011,Flood,17,3668,16000
Venezuela (Bolivarian Republic of),2012,Flood,0,11000,93000
Venezuela (Bolivarian Republic of),2015,Flood,0,45297,0
Venezuela (Bolivarian Republic of),2016,Flood,0,0,0
Venezuela (Bolivarian Republic of),2018,Flood,2,10700,0
Venezuela (Bolivarian Republic of),2019,Flood,6,2000,0
Venezuela (Bolivarian Republic of),2020,Flood,3,3690,30000
Venezuela (Bolivarian Republic of),2021,Flood,46,1401300,0
Venezuela (Bolivarian Republic of),2022,Flood,33,91700,0
Venezuela (Bolivarian Republic of),2022,Storm,0,30000,0
Venezuela (Bolivarian Republic of),2023,Flood,12,112,0
Venezuela (Bolivarian Republic of),2024,Storm,8,29000,0
Yugoslavia,1990,Drought,0,0,1000000
Yugoslavia,1990,Flood,0,0,766100
